,subject_id_within_expert_type,trial_nr,block_nr,instr_type,trial_type,catch_trial,batch,layer,kernel_size,channel,query_order,correct,conf_rating,RT,timeout,response,correct_response,query_image_a,query_image_b,old_trial_nr,old_block_nr,seed,unit_name,abs_conf_rating,subject_id
497,1,125,9,optimized,main,False,3,layer_4,1,channel_0,max_min,False,1,16.28549575805664,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_3/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,,,42,"4c, 3x3 ",1,1
498,1,126,9,optimized,main,False,3,layer_4,3,channel_1,min_max,True,3,5.3325910568237305,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_1/natural_images/batch_3/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_1/natural_images/batch_3/max_9.png,,,42,"4c, P int.",3,1
499,1,127,9,optimized,main,False,3,layer_4,0,channel_0,max_min,True,-2,25.82421875,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_0/channel_0/natural_images/batch_3/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,,,42,"4c, 1x1 ",2,1
500,1,128,10,natural,main,False,2,layer_4,1,channel_0,min_max,True,1,20.07815790176392,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_2/max_9.png,,,42,"4c, 3x3 ",1,1
501,1,129,10,natural,main,False,2,layer_3,3,channel_0,max_min,True,-3,3.2817869186401367,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_3/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_3/channel_0/natural_images/batch_2/min_0.png,,,42,"4b, P ",3,1
502,1,130,10,natural,main,False,2,layer_8,0,channel_0,max_min,True,-3,3.1053450107574463,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_2/min_0.png,,,42,"5b, 1x1 ",3,1
503,1,131,10,natural,main,False,2,layer_4,3,channel_0,max_min,True,-3,7.222804069519043,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_0/natural_images/batch_2/min_0.png,,,42,"4c, P ",3,1
504,1,132,10,natural,main,False,2,layer_5,2,channel_0,min_max,True,3,5.0838139057159415,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,,,42,"4d, 5x5 ",3,1
505,1,133,10,natural,main,True,0,layer_w,w,channel_w,max_min,True,-3,2.5353238582611084,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_w/kernel_size_w/channel_w/natural_images/batch_0/max_6.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_w/kernel_size_w/channel_w/natural_images/batch_0/min_4.png,,,42,"layer_w, w ",3,1
506,1,134,10,natural,main,False,2,layer_6,3,channel_1,max_min,True,-3,17.489171028137207,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_3/channel_1/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_3/channel_1/natural_images/batch_2/min_0.png,,,42,"4e, P int.",3,1
507,1,135,10,natural,main,False,2,layer_5,1,channel_0,max_min,True,-3,2.42946195602417,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_1/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_1/channel_0/natural_images/batch_2/min_0.png,,,42,"4d, 3x3 ",3,1
508,1,136,10,natural,main,False,2,layer_6,1,channel_0,max_min,True,-3,1.9698691368103027,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_1/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_1/channel_0/natural_images/batch_2/min_0.png,,,42,"4e, 3x3 ",3,1
509,1,137,10,natural,main,False,2,layer_2,0,channel_0,min_max,True,3,4.7133538722991934,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_0/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_0/channel_0/natural_images/batch_2/max_9.png,,,42,"4a, 1x1 ",3,1
510,1,138,10,natural,main,False,2,layer_5,0,channel_0,min_max,True,3,2.1321818828582764,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_0/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_0/channel_0/natural_images/batch_2/max_9.png,,,42,"4d, 1x1 ",3,1
511,1,139,10,natural,main,False,2,layer_8,3,channel_0,min_max,True,2,12.808664798736572,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_2/max_9.png,,,42,"5b, P ",2,1
512,1,140,10,natural,main,True,0,layer_k,k,channel_k,max_min,True,-3,7.446776866912843,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_k/kernel_size_k/channel_k/natural_images/batch_0/max_7.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_k/kernel_size_k/channel_k/natural_images/batch_0/min_4.png,,,42,"layer_k, k ",3,1
513,1,141,10,natural,main,True,0,layer_j,j,channel_j,min_max,True,3,3.636389970779419,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_j/kernel_size_j/channel_j/natural_images/batch_0/min_6.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_j/kernel_size_j/channel_j/natural_images/batch_0/max_3.png,,,42,"layer_j, j ",3,1
514,1,142,10,natural,main,False,2,layer_7,2,channel_0,max_min,True,-3,7.2422990798950195,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,,,42,"5a, 5x5 ",3,1
515,1,143,10,natural,main,False,2,layer_0,3,channel_0,min_max,True,3,16.258691787719727,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_2/max_9.png,,,42,"3a, P ",3,1
516,1,144,10,natural,main,False,2,layer_1,2,channel_0,max_min,True,-3,20.08895206451416,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_1/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_1/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,,,42,"3b, 5x5 ",3,1
517,1,145,10,natural,main,False,2,layer_5,3,channel_1,min_max,True,3,1.7150168418884275,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_3/channel_1/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_3/channel_1/natural_images/batch_2/max_9.png,,,42,"4d, P int.",3,1
518,1,146,11,none_post,main,False,1,layer_0,1,channel_0,max_min,True,-1,33.642650842666626,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_1/channel_0/natural_images/batch_1/min_0.png,,,42,"3a, 3x3 ",1,1
519,1,147,11,none_post,main,False,1,layer_7,2,channel_0,min_max,True,1,9.179294109344482,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_2/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_2/channel_0/natural_images/batch_1/max_9.png,,,42,"5a, 5x5 ",1,1
520,1,148,11,none_post,main,False,1,layer_8,3,channel_1,min_max,True,1,4.6457698345184335,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,,,42,"5b, P int.",1,1
521,1,149,11,none_post,main,False,1,layer_8,2,channel_0,max_min,True,-1,7.181276082992554,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_1/min_0.png,,,42,"5b, 5x5 ",1,1
522,1,150,11,none_post,main,False,1,layer_7,3,channel_0,min_max,True,1,7.595386981964111,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_0/natural_images/batch_1/max_9.png,,,42,"5a, P ",1,1
523,1,151,11,none_post,main,False,1,layer_8,1,channel_0,max_min,False,1,3.453810930252075,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_1/min_0.png,,,42,"5b, 3x3 ",1,1
524,1,152,11,none_post,main,False,1,layer_0,3,channel_0,max_min,False,1,4.0977818965911865,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_3/channel_0/natural_images/batch_1/min_0.png,,,42,"3a, P ",1,1
525,1,153,11,none_post,main,False,1,layer_3,0,channel_0,max_min,True,-1,4.3890037536621085,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_0/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_0/channel_0/natural_images/batch_1/min_0.png,,,42,"4b, 1x1 ",1,1
526,1,154,11,none_post,main,False,1,layer_5,0,channel_0,min_max,True,2,2.1368970870971684,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_0/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_0/channel_0/natural_images/batch_1/max_9.png,,,42,"4d, 1x1 ",2,1
527,1,155,11,none_post,main,False,1,layer_6,3,channel_0,max_min,False,2,1.6207127571105957,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_3/channel_0/natural_images/batch_1/min_0.png,,,42,"4e, P ",2,1
528,1,156,11,none_post,main,False,1,layer_6,3,channel_1,max_min,False,1,1.503122091293335,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,,,42,"4e, P int.",1,1
529,1,157,12,none_post,main,False,1,layer_3,2,channel_0,max_min,False,1,11.885014057159426,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_2/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_2/channel_0/natural_images/batch_1/min_0.png,,,42,"4b, 5x5 ",1,1
530,1,158,12,none_post,main,False,1,layer_4,1,channel_0,min_max,False,-2,2.795496940612793,False,a,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_1/max_9.png,,,42,"4c, 3x3 ",2,1
531,1,159,12,none_post,main,False,1,layer_2,1,channel_0,max_min,False,1,14.802955865859985,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_1/channel_0/natural_images/batch_1/min_0.png,,,42,"4a, 3x3 ",1,1
532,1,160,12,none_post,main,False,1,layer_0,2,channel_0,max_min,True,-1,0.9782707691192628,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_2/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_2/channel_0/natural_images/batch_1/min_0.png,,,42,"3a, 5x5 ",1,1
533,1,161,12,none_post,main,False,1,layer_5,2,channel_0,max_min,False,1,1.2454407215118408,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_2/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_2/channel_0/natural_images/batch_1/min_0.png,,,42,"4d, 5x5 ",1,1
534,1,162,12,none_post,main,False,1,layer_6,0,channel_0,max_min,True,-2,2.420689821243286,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_6/kernel_size_0/channel_0/natural_images/batch_1/min_0.png,,,42,"4e, 1x1 ",2,1
535,1,163,12,none_post,main,False,1,layer_4,3,channel_0,max_min,False,2,3.511945962905884,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_0/natural_images/batch_1/min_0.png,,,42,"4c, P ",2,1
536,1,164,12,none_post,main,False,1,layer_3,1,channel_0,min_max,True,1,7.5878870487213135,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_1/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_1/channel_0/natural_images/batch_1/max_9.png,,,42,"4b, 3x3 ",1,1
537,1,165,12,none_post,main,False,1,layer_8,3,channel_0,min_max,True,1,6.13968300819397,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_1/max_9.png,,,42,"5b, P ",1,1
538,1,166,12,none_post,main,False,1,layer_0,3,channel_1,max_min,False,1,1.854949951171875,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,,,42,"3a, P int.",1,1
539,1,167,12,none_post,main,False,1,layer_0,0,channel_0,min_max,True,1,5.198478937149048,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_0/channel_0/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_0/kernel_size_0/channel_0/natural_images/batch_1/max_9.png,,,42,"3a, 1x1 ",1,1
540,1,168,13,natural,repeated,False,2,layer_8,2,channel_0,max_min,True,-2,15.034608125686646,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,109.0,8.0,42,"5b, 5x5 ",2,1
541,1,169,13,natural,repeated,False,2,layer_4,1,channel_0,max_min,True,-2,4.846642017364502,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_2/min_0.png,128.0,10.0,42,"4c, 3x3 ",2,1
542,1,170,13,natural,repeated,False,2,layer_5,3,channel_1,max_min,True,-3,8.226396083831787,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_3/channel_1/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_3/channel_1/natural_images/batch_2/min_0.png,145.0,10.0,42,"4d, P int.",3,1
543,1,171,13,natural,repeated,False,2,layer_2,2,channel_0,min_max,True,3,2.8705620765686035,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,107.0,8.0,42,"4a, 5x5 ",3,1
544,1,172,13,natural,repeated,False,2,layer_5,0,channel_0,max_min,True,-3,2.0687918663024902,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_0/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_0/channel_0/natural_images/batch_2/min_0.png,138.0,10.0,42,"4d, 1x1 ",3,1
545,1,173,13,natural,repeated,False,2,layer_8,3,channel_0,max_min,True,-3,1.626945972442627,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_0/natural_images/batch_2/min_0.png,139.0,10.0,42,"5b, P ",3,1
546,1,174,14,optimized,repeated,False,3,layer_8,0,channel_0,max_min,False,2,13.560626983642578,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_3/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,91.0,7.0,42,"5b, 1x1 ",2,1
547,1,175,14,optimized,repeated,False,3,layer_7,0,channel_0,max_min,True,-3,6.0448620319366455,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_0/channel_0/natural_images/batch_3/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_0/channel_0/natural_images/batch_3/min_0.png,112.0,9.0,42,"5a, 1x1 ",3,1
548,1,176,14,optimized,repeated,False,3,layer_8,1,channel_0,min_max,True,2,19.990974903106693,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_1/channel_0/natural_images/batch_3/max_9.png,124.0,9.0,42,"5b, 3x3 ",2,1
549,1,177,14,optimized,repeated,False,3,layer_7,3,channel_1,max_min,True,-3,4.809839963912964,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_1/natural_images/batch_3/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_1/natural_images/batch_3/min_0.png,53.0,5.0,42,"5a, P int.",3,1
550,1,178,14,optimized,repeated,False,3,layer_4,3,channel_1,min_max,True,3,3.4514529705047607,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_1/natural_images/batch_3/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_1/natural_images/batch_3/max_9.png,126.0,9.0,42,"4c, P int.",3,1
551,1,179,14,optimized,repeated,False,3,layer_4,1,channel_0,min_max,False,-3,10.78645396232605,False,a,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_3/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_1/channel_0/natural_images/batch_3/max_9.png,125.0,9.0,42,"4c, 3x3 ",3,1
552,1,180,15,none_pre,repeated,False,1,layer_8,0,channel_0,max_min,False,1,5.318994998931885,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_0/channel_0/natural_images/batch_1/min_0.png,9.0,1.0,42,"5b, 1x1 ",1,1
553,1,181,15,none_pre,repeated,False,1,layer_7,3,channel_1,min_max,True,1,1.8233678340911863,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,13.0,1.0,42,"5a, P int.",1,1
554,1,182,15,none_pre,repeated,False,1,layer_4,3,channel_1,max_min,True,-1,1.921548843383789,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_4/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,19.0,2.0,42,"4c, P int.",1,1
555,1,183,15,none_post,repeated,False,1,layer_8,3,channel_1,max_min,True,-1,4.054594993591309,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_8/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,148.0,11.0,42,"5b, P int.",1,1
556,1,184,15,none_pre,repeated,False,1,layer_1,3,channel_1,max_min,True,-1,0.6965739727020264,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_1/kernel_size_3/channel_1/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_1/kernel_size_3/channel_1/natural_images/batch_1/min_0.png,24.0,2.0,42,"3b, P int.",1,1
557,1,185,15,none_pre,repeated,False,1,layer_2,3,channel_0,max_min,True,-1,4.613152027130127,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_3/channel_0/natural_images/batch_1/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_2/kernel_size_3/channel_0/natural_images/batch_1/min_0.png,21.0,2.0,42,"4a, P ",1,1
558,2,0,0,none_pre,practice,False,0,layer_j,j,channel_j,max_min,False,1,11.69235610961914,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_j/kernel_size_j/channel_j/natural_images/batch_0/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_j/kernel_size_j/channel_j/natural_images/batch_0/min_0.png,,,42,"layer_j, j ",1,2
559,2,1,0,none_pre,practice,False,0,layer_l,l,channel_l,min_max,False,-1,9.34110188484192,False,a,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_l/kernel_size_l/channel_l/natural_images/batch_0/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_l/kernel_size_l/channel_l/natural_images/batch_0/max_9.png,,,42,"layer_l, l ",1,2
560,2,2,0,none_pre,practice,False,0,layer_k,k,channel_k,max_min,True,-1,4.766456127166748,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_k/kernel_size_k/channel_k/natural_images/batch_0/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_k/kernel_size_k/channel_k/natural_images/batch_0/min_0.png,,,42,"layer_k, k ",1,2
561,2,3,0,none_pre,practice,False,0,layer_m,m,channel_m,max_min,False,1,2.9493830204010014,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_m/kernel_size_m/channel_m/natural_images/batch_0/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_m/kernel_size_m/channel_m/natural_images/batch_0/min_0.png,,,42,"layer_m, m ",1,2
562,2,4,0,none_pre,practice,False,0,layer_i,i,channel_i,max_min,True,-1,2.8064939975738525,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_i/kernel_size_i/channel_i/natural_images/batch_0/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_i/kernel_size_i/channel_i/natural_images/batch_0/min_0.png,,,42,"layer_i, i ",1,2
563,2,5,1,none_pre,main,False,2,layer_7,3,channel_0,max_min,False,1,10.210765123367311,False,b,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_0/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_7/kernel_size_3/channel_0/natural_images/batch_2/min_0.png,,,42,"5a, P ",1,2
564,2,6,1,none_pre,main,False,2,layer_5,2,channel_0,min_max,True,1,2.082216024398804,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,,,42,"4d, 5x5 ",1,2
565,2,7,1,none_pre,main,False,2,layer_3,0,channel_0,min_max,False,-1,3.799203157424927,False,a,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_0/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_0/channel_0/natural_images/batch_2/max_9.png,,,42,"4b, 1x1 ",1,2
566,2,8,1,none_pre,main,False,2,layer_5,3,channel_1,max_min,True,-1,2.423414945602417,False,a,a,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_3/channel_1/natural_images/batch_2/max_9.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_5/kernel_size_3/channel_1/natural_images/batch_2/min_0.png,,,42,"4d, P int.",1,2
567,2,9,1,none_pre,main,False,2,layer_3,2,channel_0,min_max,False,-1,4.882636070251465,False,a,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_2/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_3/kernel_size_2/channel_0/natural_images/batch_2/max_9.png,,,42,"4b, 5x5 ",1,2
568,2,10,1,none_pre,main,False,2,layer_1,1,channel_0,min_max,True,1,1.3230690956115725,False,b,b,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_1/kernel_size_1/channel_0/natural_images/batch_2/min_0.png,../stimuli_August_2020_20_batches/channel/sampled_trials/layer_1/kernel_size_1/channel_0/natural_images/batch_2/max_9.png,,,42,"3b, 3x3 ",1,2
